Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Saved",").","http://codeforces.ru/renderer/8b4708952ed4eb537c43a011f6af793bce4ff6a1.png","../codeforces.ru\renderer\8b4708952ed4eb537c43a011f6af793bce4ff6a1.png","Images","1574","","200 OK","1","http://codeforces.com/problemset/problem/103/E"
"Saved",", representing the number of corridors;","http://codeforces.ru/renderer/804d9dca6153f530af22eae603bcec6481d466fe.png","../codeforces.ru\renderer\804d9dca6153f530af22eae603bcec6481d466fe.png","Images","3377","","200 OK","1","http://codeforces.com/problemset/problem/113/D"
"Saved","","http://codeforces.ru/renderer/8690e9fa6dce77b4762523c48d45dd121b12757d.png","../codeforces.ru\renderer\8690e9fa6dce77b4762523c48d45dd121b12757d.png","Images","10272","","200 OK","1","http://codeforces.com/problemset/problem/120/I"
"Saved","and","http://codeforces.ru/renderer/a73c036480835f8a2e503c184293d5e5bd3dbda3.png","../codeforces.ru\renderer\a73c036480835f8a2e503c184293d5e5bd3dbda3.png","Images","2426","","200 OK","1","http://codeforces.com/problemset/problem/123/E"
"Saved","correspondingly. The sum of all","http://codeforces.ru/renderer/b895588b3f4daa45cd2c1e9adde5ff651dda00bc.png","../codeforces.ru\renderer\b895588b3f4daa45cd2c1e9adde5ff651dda00bc.png","Images","2517","","200 OK","1","http://codeforces.com/problemset/problem/123/E"
"Saved","), where","http://codeforces.ru/renderer/0d16348eee67d88f6667edf93a293fdb8b30603c.png","../codeforces.ru\renderer\0d16348eee67d88f6667edf93a293fdb8b30603c.png","Images","4602","","200 OK","1","http://codeforces.com/problemset/problem/147/B"
"Saved","","http://codeforces.com/images/custom/croc-en.gif","../codeforces.com\images\custom\croc-en.gif","Images","2289","Wed, 07 Nov 2012 19:26:40 GMT","200 OK","1","http://codeforces.com/problemset/problem/183/D"
"Saved",". The number of inversions is 0, which is an even number. Therefore, the first wizard gets 1 coin.","http://codeforces.ru/renderer/4c100300071b70505c9eb8fd6f97456068e38f93.png","../codeforces.ru\renderer\4c100300071b70505c9eb8fd6f97456068e38f93.png","Images","2492","","200 OK","1","http://codeforces.com/problemset/problem/167/E"
"Saved",". There is exactly one inversion. Therefore, the first wizard gets -1 coin.","http://codeforces.ru/renderer/83cf8c3e6763396a8ead42b4762ff62e4b01f917.png","../codeforces.ru\renderer\83cf8c3e6763396a8ead42b4762ff62e4b01f917.png","Images","2496","","200 OK","1","http://codeforces.com/problemset/problem/167/E"
"Saved",".","http://codeforces.ru/renderer/fa579688f149cd6ab8f4c3c99c47c5a65e52e87c.png","../codeforces.ru\renderer\fa579688f149cd6ab8f4c3c99c47c5a65e52e87c.png","Images","4171","","200 OK","1","http://codeforces.com/problemset/problem/167/E"
"Saved","are 2 inversions, that is, their number is","http://codeforces.ru/renderer/5ef1a2c8d476f3fea4b49124c0c23f371be35bb9.png","../codeforces.ru\renderer\5ef1a2c8d476f3fea4b49124c0c23f371be35bb9.png","Images","3610","","200 OK","1","http://codeforces.com/problemset/problem/167/E"
"Saved","","http://www.abbyy.ru/images/logo.gif","../www.abbyy.ru\images\logo.gif","Images","883","Tue, 14 Dec 2010 14:28:05 GMT","200 OK","1","http://codeforces.com/problemset/problem/178/F2"
"Saved","","http://codeforces.ru/renderer/3e36ab17924254d46f39e766fb8791e040113a32.png","../codeforces.ru\renderer\3e36ab17924254d46f39e766fb8791e040113a32.png","Images","4518","","200 OK","1","http://codeforces.com/problemset/problem/178/F2"
"Saved","","http://codeforces.ru/renderer/6c180ba14c7bab9f719df8dbb33d5e3fd388ce10.png","../codeforces.ru\renderer\6c180ba14c7bab9f719df8dbb33d5e3fd388ce10.png","Images","2864","","200 OK","1","http://codeforces.com/problemset/problem/178/E3"
"Saved","","http://codeforces.ru/renderer/c71716c07f5c39066b33a0cb4cf4dec9bb752fa6.png","../codeforces.ru\renderer\c71716c07f5c39066b33a0cb4cf4dec9bb752fa6.png","Images","6902","","200 OK","1","http://codeforces.com/problemset/problem/178/E3"
"Saved","","http://codeforces.ru/renderer/d93429c102d497ba8e2d57b8de69f87518d6f74e.png","../codeforces.ru\renderer\d93429c102d497ba8e2d57b8de69f87518d6f74e.png","Images","71095","","200 OK","1","http://codeforces.com/problemset/problem/178/E3"
"Saved","","http://codeforces.ru/renderer/3551ab5f6cf2ab5a078c31e72f7ad8dab272aeee.png","../codeforces.ru\renderer\3551ab5f6cf2ab5a078c31e72f7ad8dab272aeee.png","Images","6302","","200 OK","1","http://codeforces.com/problemset/problem/187/D"
"Saved","— the value that shows how well the scholarships are distributed between students. In the optimal distribution function","http://codeforces.ru/renderer/e1ef986a685e34e599ab8616f4d55aa9613c5757.png","../codeforces.ru\renderer\e1ef986a685e34e599ab8616f4d55aa9613c5757.png","Images","6956","","200 OK","1","http://codeforces.com/problemset/problem/200/E"
"Saved",", where","http://codeforces.ru/renderer/e030ac55efb4d1b310573b6c32117d80ccefc0fd.png","../codeforces.ru\renderer\e030ac55efb4d1b310573b6c32117d80ccefc0fd.png","Images","2680","","200 OK","1","http://codeforces.com/problemset/problem/201/D"
"Saved","lines — the optimal order of the problems. On each of these lines print two integers separated by a single space — the required number of resources for the problem and the number of the scientist who offered this problem, respectively. The scientists are numbered from","http://codeforces.ru/renderer/a16730dcbb2402871e20647c8aba55beada5c1b6.png","../codeforces.ru\renderer\a16730dcbb2402871e20647c8aba55beada5c1b6.png","Images","1307","","200 OK","1","http://codeforces.com/problemset/problem/207/A2"
"Saved","","http://codeforces.ru/renderer/b66cf8cda27865d75c7e7684895957b52651ed5f.png","../codeforces.ru\renderer\b66cf8cda27865d75c7e7684895957b52651ed5f.png","Images","4994","","200 OK","1","http://codeforces.com/problemset/problem/167/D"
"Saved",";","http://codeforces.ru/renderer/0ed28200fa09ec6d42acd5ca3000c84f76b97429.png","../codeforces.ru\renderer\0ed28200fa09ec6d42acd5ca3000c84f76b97429.png","Images","1901","","200 OK","1","http://codeforces.com/problemset/problem/212/D"
"Saved",";","http://codeforces.ru/renderer/3b5954017d5a606755151a3722724884260d7e16.png","../codeforces.ru\renderer\3b5954017d5a606755151a3722724884260d7e16.png","Images","1719","","200 OK","1","http://codeforces.com/problemset/problem/212/D"
"Saved","","http://codeforces.ru/renderer/67abbbf653ad6b5eacce7383d8513ea9f633ff0c.png","../codeforces.ru\renderer\67abbbf653ad6b5eacce7383d8513ea9f633ff0c.png","Images","9378","","200 OK","1","http://codeforces.com/problemset/problem/212/C"
"Saved","","http://codeforces.ru/static/images/search-16x16.png","../codeforces.ru\static\images\search-16x16.png","Images","845","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/filter-16x16.png","../codeforces.ru\static\images\filter-16x16.png","Images","325","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/menu/lava.png","../codeforces.ru\static\images\menu\lava.png","Images","456","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/roundbox/roundbox-lt.png","../codeforces.ru\static\images\roundbox\roundbox-lt.png","Images","144","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/roundbox/roundbox-rt.png","../codeforces.ru\static\images\roundbox\roundbox-rt.png","Images","150","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/roundbox/roundbox-lb.png","../codeforces.ru\static\images\roundbox\roundbox-lb.png","Images","148","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/roundbox/roundbox-rb.png","../codeforces.ru\static\images\roundbox\roundbox-rb.png","Images","147","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-corner-lt.png","../codeforces.ru\static\images\datatable\datatable-corner-lt.png","Images","190","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-corner-rt.png","../codeforces.ru\static\images\datatable\datatable-corner-rt.png","Images","132","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-corner-lb.png","../codeforces.ru\static\images\datatable\datatable-corner-lb.png","Images","121","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-corner-rb.png","../codeforces.ru\static\images\datatable\datatable-corner-rb.png","Images","119","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-inner-corner-lt.png","../codeforces.ru\static\images\datatable\datatable-inner-corner-lt.png","Images","134","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/datatable/datatable-inner-corner-rt.png","../codeforces.ru\static\images\datatable\datatable-inner-corner-rt.png","Images","130","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/icons/magnifier-medium.png","../codeforces.ru\static\images\icons\magnifier-medium.png","Images","552","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/wysiwyg/jquery.wysiwyg.bg.png","../codeforces.ru\static\images\wysiwyg\jquery.wysiwyg.bg.png","Images","608","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/wysiwyg/jquery.wysiwyg.gif","../codeforces.ru\static\images\wysiwyg\jquery.wysiwyg.gif","Images","4789","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/indicator.gif","../codeforces.ru\static\images\indicator.gif","Images","1553","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/overlay.png","../codeforces.ru\static\images\overlay.png","Images","182","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/controls.png","../codeforces.ru\static\images\controls.png","Images","1249","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/border.png","../codeforces.ru\static\images\border.png","Images","112","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/loading_background.png","../codeforces.ru\static\images\loading_background.png","Images","157","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Saved","","http://codeforces.ru/static/images/loading.gif","../codeforces.ru\static\images\loading.gif","Images","9427","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://codeforces.ru/static/combine/81d5459d81d074fc8d55b62d42856e2f_afb7247773e175c6194b5a4dbff89aeb.css"
"Error","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-container.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-container.png","Images","0","","404 Not Found","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Error","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-editor-none.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-editor-none.png","Images","0","","404 Not Found","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/handle.png","../stat.codeforces.ru\markitup\skins\markitup\images\handle.png","Images","258","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/menu.png","../stat.codeforces.ru\markitup\skins\markitup\images\menu.png","Images","254","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/submenu.png","../stat.codeforces.ru\markitup\skins\markitup\images\submenu.png","Images","240","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-editor-html.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-editor-html.png","Images","1534","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-editor-textile.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-editor-textile.png","Images","1659","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-editor-bbcode.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-editor-bbcode.png","Images","1642","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/skins/markitup/images/bg-editor-wiki.png","../stat.codeforces.ru\markitup\skins\markitup\images\bg-editor-wiki.png","Images","1488","Thu, 01 Nov 2012 18:50:32 GMT","200 OK","2","http://stat.codeforces.ru/markitup/skins/markitup/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/bold.png","../stat.codeforces.ru\markitup\sets\markdown\images\bold.png","Images","304","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/italic.png","../stat.codeforces.ru\markitup\sets\markdown\images\italic.png","Images","223","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/list-bullet.png","../stat.codeforces.ru\markitup\sets\markdown\images\list-bullet.png","Images","344","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/list-numeric.png","../stat.codeforces.ru\markitup\sets\markdown\images\list-numeric.png","Images","357","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/picture.png","../stat.codeforces.ru\markitup\sets\markdown\images\picture.png","Images","606","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/link.png","../stat.codeforces.ru\markitup\sets\markdown\images\link.png","Images","343","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/code.png","../stat.codeforces.ru\markitup\sets\markdown\images\code.png","Images","859","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/images/codeforces-stripes-16x16.png","../stat.codeforces.ru\images\codeforces-stripes-16x16.png","Images","450","Thu, 01 Nov 2012 18:50:35 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/h1.png","../stat.codeforces.ru\markitup\sets\markdown\images\h1.png","Images","276","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/h2.png","../stat.codeforces.ru\markitup\sets\markdown\images\h2.png","Images","304","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/h3.png","../stat.codeforces.ru\markitup\sets\markdown\images\h3.png","Images","306","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/h4.png","../stat.codeforces.ru\markitup\sets\markdown\images\h4.png","Images","293","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Saved","","http://stat.codeforces.ru/markitup/sets/markdown/images/preview.png","../stat.codeforces.ru\markitup\sets\markdown\images\preview.png","Images","537","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://stat.codeforces.ru/markitup/sets/markdown/style.css"
"Error","","http://codeforces.ru/static/combine/stairs.jpg","../codeforces.ru\static\combine\stairs.jpg","Images","0","","404 Not Found","2","http://codeforces.ru/static/combine/92a6f5c66e500b5c1433eae7d3f371bb_5dc6637756ba9e44d6304b6267b72667.js"
"Saved","","http://stat.codeforces.ru/images/facebox/loading.gif","../stat.codeforces.ru\images\facebox\loading.gif","Images","2767","Thu, 01 Nov 2012 18:50:33 GMT","200 OK","2","http://codeforces.ru/static/combine/92a6f5c66e500b5c1433eae7d3f371bb_5dc6637756ba9e44d6304b6267b72667.js"
"Error","","http://codeforces.ru/static/combine/images/facebox/closelabel.gif","../codeforces.ru\static\combine\images\facebox\closelabel.gif","Images","0","","404 Not Found","2","http://codeforces.ru/static/combine/92a6f5c66e500b5c1433eae7d3f371bb_5dc6637756ba9e44d6304b6267b72667.js"
